GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.07;"El sistema DEBE ofrecer la 2 capacidad de visualizar el peso del puntos: cuando el paciente incluyendo terminos como sistema visualiza el ""s";"El sistema DEBE ofrecer la 2 capacidad de visualizar el peso del puntos: cuando el paciente incluyendo terminos como sistema visualiza el ""se desconoce"" al momenta de peso del paciente, generar la orden de médicamentos incluyendo el tbrmino PARA permitir la correcta indicacibn ""se desconoce"". asociada como mlnimo al peso del paciente";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.08;El sistema DEBE ofrecer la 2 capacidad de registrar indicaciones/ puntos: cuando el observaciones como parte de receta sistema permite médic;"El sistema DEBE ofrecer la 2 capacidad de registrar indicaciones/ puntos: cuando el observaciones como parte de receta sistema permite médica (p. ej. ""este paciente no registrar observaciones. puede pasar pastillas grandes"") PARA completar la seccibn de";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.09;El sistema DEBE ofrecer la 2 capacidad de capturar la puntos: cuando el informacibn de la médicacibn sistema permite administrada al pacient;El sistema DEBE ofrecer la 2 capacidad de capturar la puntos: cuando el informacibn de la médicacibn sistema permite administrada al paciente PARA registrar la permitir un mejor control administracidn de la farmacolbgico. médicacion;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.10;El sistema DEBE ofrecer la 2 capacidad de capturar la via puntos: cuando el explicita para la administracidn de sistema permite médicamentos;El sistema DEBE ofrecer la 2 capacidad de capturar la via puntos: cuando el explicita para la administracidn de sistema permite médicamentos especificos durante registrar el dato el proceso de pedido PARA especifico de la via de disminuir posibles reacciones administracidn como adversas asociados a vias de dato discreto. administracidn inadecuadas;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.12;El sistema DEBE ofrecer la 2 capacidad de gestionar las órdenes puntos: cuando el de pruebas de diagndstico PARA sistema permite permitir la;El sistema DEBE ofrecer la 2 capacidad de gestionar las órdenes puntos: cuando el de pruebas de diagndstico PARA sistema permite permitir la ejecucidn del plan de registrar pruebas de trabajo diagndstico o denominacibn equivalente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.04.13;El sistema DEBE ofrecer la 2 capacidad de imprimir las drdenes puntos: cuando el de examenes auxiliares PARA su sistema permite ejecucidn. i;El sistema DEBE ofrecer la 2 capacidad de imprimir las drdenes puntos: cuando el de examenes auxiliares PARA su sistema permite ejecucidn. imprimir las drdenes de exdmenes auxiliares;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.01;El sistema DEBE ofrecer la 2 capacidad de gestionar información puntos: cuando el sobre una prestacidn, incluyendo sistema gestiona los como;El sistema DEBE ofrecer la 2 capacidad de gestionar información puntos: cuando el sobre una prestacidn, incluyendo sistema gestiona los como minimo los siguientes datos: datos. la fecha/hora, IPRESS, la UPSS de atención directa, identificación del;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.02;El sistema DEBE ofrecer la 2 capacidad de generar y firmar puntos: cuando el digitalmente el consentimiento sistema genera el informado PARA;El sistema DEBE ofrecer la 2 capacidad de generar y firmar puntos: cuando el digitalmente el consentimiento sistema genera el informado PARA cumplir con consentimiento normativa de gestión de historia informado con las clínica. firmas digitales en formato PDF y Io vincula a la atención;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.03;El sistema DEBE ofrecer la 2 capacidad de generar una puntos: cuando el indicacidn cuando un paciente ha sistema permite completado un conse;El sistema DEBE ofrecer la 2 capacidad de generar una puntos: cuando el indicacidn cuando un paciente ha sistema permite completado un consentimiento capturar y visualizar informado (p. ej. antes de someterse una indicacidn cuando a una cirugia de ojos, el paciente un paciente ha completa un consentimiento completado un relacionado con esta, participar de consentimiento un estudio experimental, con fines informado. docentes) PARA cumplir con normativa de gestión de historia;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.04;El sistema DEBE ofrecer la 2 capacidad de capturar datos puntos: cuando el computables (p. ej. resultados de sistema permite lahoratorio, te;El sistema DEBE ofrecer la 2 capacidad de capturar datos puntos: cuando el computables (p. ej. resultados de sistema permite lahoratorio, telemetria o detalles de capturar datos discretos médicamentos) PARA permitir de resultados de registro de informacibn lahoratorio y consumo complementaria como ejecuciones de médicamentos. de plan de trabajo y dar continuidad a la atencibn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.05;El sistema DEBE ofrecer la 2 capacidad de mantener actualizada puntos: cuando el una lista discreta de médicamentos sistema permite mostrar;El sistema DEBE ofrecer la 2 capacidad de mantener actualizada puntos: cuando el una lista discreta de médicamentos sistema permite mostrar que pueden ordenarse (es decir, la lista actualizada de usar el catblogo de productos médicamentos a partir farmacbuticos) PARA favorecer el del catblogo de plan de trabajo farmacolbgico y la productos comunicacibn e integracibn con farmacbuticos farmacia. aprobados institucionalmente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.06;El sistema DEBE ofrecer la 2 capacidad de imprimir las recetas de puntos: cuando el médicamentos PARA el despacho y sistema permite dispensa;El sistema DEBE ofrecer la 2 capacidad de imprimir las recetas de puntos: cuando el médicamentos PARA el despacho y sistema permite dispensacibn en farmacia 0 imprimir la receta de ejecucibn segim corresponda. médicamentos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.07;El sistema DEBE ofrecer la 2 capacidad de mantener actualizada, puntos: cuando el directa o indirectamente, una lista sistema permite (es de;El sistema DEBE ofrecer la 2 capacidad de mantener actualizada, puntos: cuando el directa o indirectamente, una lista sistema permite (es decir, catblogo de productos mantener actualizado el farmacbuticos) de médicamentos catblogo de productos que incluye un identificador unico de farmacbuticos cada médicamento PARA cumplir aprobados normativa vigente, y optimizar los institucionalmente. tiempos de gestibn y ejecucibn del plan de trabajo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.05.08;El sistema DEBE generar una alerta 2 al momento de ingresar una orden puntos: cuando el en caso que en una orden no sistema muestra alertas;El sistema DEBE generar una alerta 2 al momento de ingresar una orden puntos: cuando el en caso que en una orden no sistema muestra alertas farmacoldgica falte la informacion de los datos obligatorios requerida PARA cumplir con el a ser registrados en las registro de datos obligatorios segim órdenes normativa vigente. No Cumple 0 puntos: cuando el sistema no cumple el criterio;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.06.01;El sistema DEBE ofrecer al 2 prescriptor/prestador la capacidad puntos: cuando el de transmitir, por medios sistema permite electrbnicos, ór;El sistema DEBE ofrecer al 2 prescriptor/prestador la capacidad puntos: cuando el de transmitir, por medios sistema permite electrbnicos, órdenes, recetas visualizar la orden de mbdicas, consultas de elegibilidad, médicamentos. avisos y respuestas de renovacibn a la farmacia, segun sea necesario,;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.06.02;El sistema DEBE ofrecer . la 2 capacidad de intercambiar puntos: cuando el informacibn clínica con farmacias sistema permite usando las tram;El sistema DEBE ofrecer . la 2 capacidad de intercambiar puntos: cuando el informacibn clínica con farmacias sistema permite usando las tramas estandarizadas intercambio de para prescripcibn y dispensacibn informacibn con el vigentes PARA llevar un mejor software de farmacia de control del plan de trabajo. manera bidireccional. Cumplimiento parcial 1 punto: No aplica;2: Cumplimiento Total / 0: No Cumplimiento;SI
